book_name,book_author,book_narrator,book_price,book_imagelink
Social Media Marketing Mastery,Chandler Wright,Sam Slydell,$24.95,https://m.media-amazon.com/images/I/51y3tHk+k+L._SL500_.jpg
Data and Goliath,Bruce Schneier,Dan John Miller,$24.49,https://m.media-amazon.com/images/I/61PhiuQpSJL._SL500_.jpg
The Essential Social Media Marketing Bundle (2 Books in 1): Social Media Marketing for the Future: Strategies for 2020 & Beyond + Command the Crowd: The Art of Crafting a Powerful Online Presence,J. E. Ford,Eric Christensen,$19.95,https://m.media-amazon.com/images/I/51ydQs0c52L._SL500_.jpg
Brilliant,Jane Brox,Randye Kaye,$24.95,https://m.media-amazon.com/images/I/51+6Tj-r+oL._SL500_.jpg
Hacking,Alex Wagner,Jack Bellows,$24.95,https://m.media-amazon.com/images/I/51n2labv9IL._SL500_.jpg
Programming for Beginners: 10 Books in 1- 5 Books of Data Analytics and 5 Books of Linux Programming,Daniel Jones,William Bahl,$24.95,https://m.media-amazon.com/images/I/61fkJS+Di3L._SL500_.jpg
User Experience,Steven Branson,Chad Shoppa,$19.95,https://m.media-amazon.com/images/I/514fVagCqFL._SL500_.jpg
Lean UX: Designing Great Products with Agile Teams (Second Edition),Jeff Gothelf,Douglas Martin,$39.99,https://m.media-amazon.com/images/I/41LwJXw6c0L._SL500_.jpg
Life as We Made It,Beth Shapiro,Beth Shapiro,$24.49,https://m.media-amazon.com/images/I/51-4vvgn1lL._SL500_.jpg
Artificial Intelligence Unleashed,Ryan Baumgartner,Howard Ernest Price,$14.95,https://m.media-amazon.com/images/I/51coUDCvi7S._SL500_.jpg
Cryptography,Keith Martin,Matthew Waterson,$17.49,https://m.media-amazon.com/images/I/51bcKbyzZkL._SL500_.jpg
UX,Steven Branson,Chad Shoppa,$24.95,https://m.media-amazon.com/images/I/51E-CL1XVkL._SL500_.jpg
The Innovator's Cookbook,Steven Johnson,Kirby Heyborne,$24.49,https://m.media-amazon.com/images/I/51+WwkE21HL._SL500_.jpg
Digital Minimalism,Cal Newport,Will Damron,$26.17,https://m.media-amazon.com/images/I/31aP1sN5bXL._SL500_.jpg
"Immortality, Inc.",Chip Walter,Graham Winton,$20.99,https://m.media-amazon.com/images/I/41JMYPsZiDL._SL500_.jpg
Social Media Marketing for Beginners 2021,Michael Branding,Jim Rising,$19.95,https://m.media-amazon.com/images/I/61uDKsuAl8L._SL500_.jpg
Python Programming,Computer Science Academy,D. Wolf,$19.95,https://m.media-amazon.com/images/I/51-IfI9DJ4L._SL500_.jpg
JavaScript: 2 Books in 1: Beginner's Guide + Tips and Tricks to Programming Code with JavaScript,Charlie Masterson,Keith McCarthy,$14.95,https://m.media-amazon.com/images/I/51pUEr8TOBL._SL500_.jpg
Meal Prep Cookbook for Weight Loss,Lilia Taylor,Anya Byrd,$14.95,https://m.media-amazon.com/images/I/51JgMvsZ7bL._SL500_.jpg
The Threat Intelligence Handbook,Recorded Future,Chris Pace,$6.95,https://m.media-amazon.com/images/I/51sL4H-MFfL._SL500_.jpg
C#: Learn C# FAST! The Ultimate Course Book (Beginners to Advanced),Gary Mitnick,Sean Tivenan,$14.95,https://m.media-amazon.com/images/I/51sDAucaz8L._SL500_.jpg
Monolith to Microservices,Sam Newman,Mitchell Dorian,$39.99,https://m.media-amazon.com/images/I/51GO4tM0M-L._SL500_.jpg
Blogging: Your First Blog,Chris Demmer,Phillip J Mather,$6.95,https://m.media-amazon.com/images/I/51Zk5EG271L._SL500_.jpg
Diary of a Wimpy Miner: Best Friends,Justin B. Harrison,Brian Hunter,$3.95,https://m.media-amazon.com/images/I/61TLS1H2ETL._SL500_.jpg
The Art of Social Selling,Shannon Belew,Judy Hoctor,$19.59,https://m.media-amazon.com/images/I/41f0JDAhr+L._SL500_.jpg
CISSP Exam Study Guide for Cybersecurity Professionals,Hugo Hoffman,Khai Lannor,$19.95,https://m.media-amazon.com/images/I/51l3juAs6rL._SL500_.jpg
The Joy of Search,Daniel M. Russell,Charles Constant,$20.99,https://m.media-amazon.com/images/I/51fkM6mJToL._SL500_.jpg
DevOps Handbook: A Guide to Implementing DevOps in the Workplace,Henry Martin Jones,David Van Der Molen,$6.95,https://m.media-amazon.com/images/I/51p4oWw8+sL._SL500_.jpg
Learn Python Quickly,Code Quickly,Grant Tharp,$19.95,https://m.media-amazon.com/images/I/51FS+Hb9pdL._SL500_.jpg
Team Human,Douglas Rushkoff,Douglas Rushkoff,$20.99,https://m.media-amazon.com/images/I/41nSex4dhEL._SL500_.jpg
Red Moon Rising,Matthew Brzezinski,Charles Stransky,$24.95,https://m.media-amazon.com/images/I/510UbwJ6lWL._SL500_.jpg
"Powershell: The Complete 3 Books in 1 for Beginners, Intermediate and 21 Sample Codings and Advance Crash Course Guide in Powershell Programming",Zach Webber,William Bahl,$14.95,https://m.media-amazon.com/images/I/51gSFySlkUL._SL500_.jpg
Docker: 5 Books in 1,Daniel Jones,William Bahl,$19.95,https://m.media-amazon.com/images/I/61bM62FLsLL._SL500_.jpg
How to Blog,Joseph Robinson,Warren Keys,$24.95,https://m.media-amazon.com/images/I/51oljN6s6tL._SL500_.jpg
Eso no estaba en mi libro de Historia de los Videojuegos [That Was Not in My Video Games History Book],Daniel García Raso,Diego Rousselon,$20.33,https://m.media-amazon.com/images/I/51qJ38ag8ML._SL500_.jpg
Java Front End Programming,Andy Vickler,Helpful Matthew,$19.95,https://m.media-amazon.com/images/I/41n2QGDdUOL._SL500_.jpg
Computer Programming,John Snowden,KC Wayman,$19.95,https://m.media-amazon.com/images/I/51grFV1jjgL._SL500_.jpg
The Printing Revolution in Early Modern Europe,Elizabeth L. Eisenstein,Jonathan Cox,$39.99,https://m.media-amazon.com/images/I/61+cIayHQUS._SL500_.jpg
Coding in Python,Robert C. Matthews,Ben Herold,$24.95,https://m.media-amazon.com/images/I/513pOGd8XbL._SL500_.jpg
"The Security Intelligence Handbook, Third Edition",Recorded Future,George Mount,$14.95,https://m.media-amazon.com/images/I/61Az2NnTPSL._SL500_.jpg
Java Programming: 2 Books in 1,Scott Bernard,Sean Posvistak,$19.95,https://m.media-amazon.com/images/I/51ejyuzBS3L._SL500_.jpg
The Clean Coder,Robert C. Martin,Theodore O'Brien,$39.99,https://m.media-amazon.com/images/I/51VzkJGKrjL._SL500_.jpg
Facebook Ads,Simon Shepard,Art Stone,$14.95,https://m.media-amazon.com/images/I/513FJVMOjoL._SL500_.jpg
Marketing de redes sociales [Social Media Marketing],Matt Golden,Alex Garduño,$14.95,https://m.media-amazon.com/images/I/51RPcN3OMtS._SL500_.jpg
Metaverse Investment Guide,The Meta-Verse,Meta Mentor,$14.95,https://m.media-amazon.com/images/I/412QP-8Lo6L._SL500_.jpg
"Java, SQL & Javascript: The Ultimate Guide to Learn Programming for Beginners",Andy Richmond,Gene Backlin,$24.95,https://m.media-amazon.com/images/I/51+7rvjD21L._SL500_.jpg
"Shuttle, Houston",Paul Dye,John Pruden,$28.50,https://m.media-amazon.com/images/I/51H-DOaW+fL._SL500_.jpg
Scrum Master Certification,Paul VII,Randal Schaffer,$6.95,https://m.media-amazon.com/images/I/51Hg1xShevL._SL500_.jpg
Big Mind,Geoff Mulgan,Julian Elfer,$24.49,https://m.media-amazon.com/images/I/61M1qaHqF+L._SL500_.jpg
The Electrifying Fall of Rainbow City,Margaret Creighton,Callie Beaulieu,$24.95,https://m.media-amazon.com/images/I/51IutvLR6fL._SL500_.jpg
"Social Media Marketing for the Future: Strategies for 2020 & Beyond: Stay Ahead of the Competition. Leverage Changing Online Trends to Grow Your Business (For Facebook, Twitter, Instagram +More)",J.E. Ford,Eric Christensen,$14.95,https://m.media-amazon.com/images/I/51qdz4GF2vL._SL500_.jpg
Programming for Beginners: 6 Books in 1,Daniel Jones,Pete Beretta,$19.95,https://m.media-amazon.com/images/I/61edXwF+mYL._SL500_.jpg
Drone Wars,Seth J. Frantzman,Jonathan Todd Ross,$20.99,https://m.media-amazon.com/images/I/51qYEC6TxdS._SL500_.jpg
Becoming Facebook,Mike Hoefflinger,Nicholas Techosky,$19.95,https://m.media-amazon.com/images/I/51lrUlud50L._SL500_.jpg
Arduino para principiantes [Arduino for Beginners],Ethan Thorpe,Iraima Arrechedera,$14.95,https://m.media-amazon.com/images/I/514KF5TvUGL._SL500_.jpg
Facebook for Business Owners,Tom Corson-Knowles,Greg Zarcone,$6.95,https://m.media-amazon.com/images/I/51h8GPvXVNL._SL500_.jpg
Cypherpunks to 20k/Btc,Boris Weiser,Scott Clem,$19.95,https://m.media-amazon.com/images/I/51B4tm5lhAL._SL500_.jpg
SQL: 2 Books in 1: Advanced and Elite Level SQL from the Ground Up,Keith Dvorjak,Corrie Legge,$14.95,https://m.media-amazon.com/images/I/41o9pENiOiL._SL500_.jpg
Summary & Analysis of Digital Minimalism: Choosing a Focused Life in a Noisy World | A Guide to the Book by Cal Newport,ZIP Reads,Melissa Sheldon,$3.95,https://m.media-amazon.com/images/I/51EGuvFVk1L._SL500_.jpg
Keep Calm and Log On,"Gillian ""Gus"" Andrews",Tavia Gilbert,$20.99,https://m.media-amazon.com/images/I/41ejk-v6HgL._SL500_.jpg
Black Software,Charlton D. McIlwain,Leon Nixon,$28.51,https://m.media-amazon.com/images/I/517v4LsrWyL._SL500_.jpg
Reinventing Capitalism in the Age of Big Data,Viktor Mayer-Schönberger,John Chancer,$28.50,https://m.media-amazon.com/images/I/51rW4CXlQBL._SL500_.jpg
"Hacking: How to Hack, Penetration Testing Hacking Book, Step-by-Step Implementation and Demonstration Guide",Alex Wagner,Matthew Broadhead,$14.95,https://m.media-amazon.com/images/I/61OVpS+zcZL._SL500_.jpg
"Summary and Analysis of AI Superpowers: China, Silicon Valley, and the New World Order",Zip Reads,Michael London Anglado,$3.95,https://m.media-amazon.com/images/I/51Zht1UFHyL._SL500_.jpg
Programming for Beginners: 2 Book in 1,Matthew Python,Charles Young,$19.95,https://m.media-amazon.com/images/I/51E2-Bs9SoL._SL500_.jpg
Culture Warlords,Talia Lavin,Talia Lavin,$28.50,https://m.media-amazon.com/images/I/51cG3RJE3PL._SL500_.jpg
"Digital Minimalism in Everyday Life: Overcome Technology Addiction, Declutter Your Mind, and Reclaim Your Freedom",James W. Williams,Ryan Lee Dunlap,$14.95,https://m.media-amazon.com/images/I/51qAqk13Y1L._SL500_.jpg
The Basics of Agile and Lean,Aditi Agarwal,Douglas Birk,$6.95,https://m.media-amazon.com/images/I/51BrP-O0aGL._SL500_.jpg
Blogging,Mark Robbins,Paul D. Henry,$14.95,https://m.media-amazon.com/images/I/51+x3ho93nL._SL500_.jpg
Machine Learning: 2 Manuscripts in 1 Book: Machine Learning for Beginners and Machine Learning with Python,Hein Smith,William Bahl,$14.95,https://m.media-amazon.com/images/I/51qwgWdAvCL._SL500_.jpg
SQL: 2 Books in 1,Zach Webber,William Bahl,$6.95,https://m.media-amazon.com/images/I/51tmAXQdc2L._SL500_.jpg
Computer Programming,Andrew Sutherland,Joe Wosik,$24.95,https://m.media-amazon.com/images/I/51tXSQFjyhL._SL500_.jpg
Computer Programming,Damon Parker,Sean Antony,$24.95,https://m.media-amazon.com/images/I/51ljH6GmQCL._SL500_.jpg
JavaScript: Advanced JavaScript Coding from the Ground Up,Keith Dvorjak,Sean Posvistak,$14.95,https://m.media-amazon.com/images/I/51DYCv-mxeL._SL500_.jpg
The Little Elixir & OTP Guidebook,Benjamin Tan Wei Hao,Mark Thomas,$19.95,https://m.media-amazon.com/images/I/5127tE3H+BL._SL500_.jpg
Beating Artificial Intelligence,Ryan Baumgartner,Howard Ernest Price,$14.95,https://m.media-amazon.com/images/I/51vPNoT4bFS._SL500_.jpg
Wireless Hacking Bible,Hugo Hoffman,Scott Clem,$24.95,https://m.media-amazon.com/images/I/51CQQ-E9uuL._SL500_.jpg
Machine Learning & Python for Machine Learning: 2 Books in 1,Jeff Phoenix,Sarah Margrave,$19.95,https://m.media-amazon.com/images/I/514YIpXmugL._SL500_.jpg
Make Money Blogging: 2 Book Bundle,Elijah Zukerman,Jason R. Gray,$6.95,https://m.media-amazon.com/images/I/51rK-2Vy8PL._SL500_.jpg
The Pattern on the Stone,W. Daniel Hillis,Lewis Arlt,$17.49,https://m.media-amazon.com/images/I/51z4FG4WcML._SL500_.jpg
"Python, Hacking & Advanced Hacking: 3 Books in 1: The Blueprint",CyberPunk Architects,Scott Clem,$14.95,https://m.media-amazon.com/images/I/617aTDCKIAL._SL500_.jpg
"Social Media Marketing for Business and Influencer (Facebook, Instagram, Youtube, Twitter), Network Marketing, Amazon FBA, Dropshipping, Private Label Shopify E-Commerce",Kevin Clair,Craig Colin Wilson,$14.95,https://m.media-amazon.com/images/I/51FcMniSe6L._SL500_.jpg
Manual de DevOps [DevOps Handbook],Henry Martin Jones,Josefina Duarte,$6.95,https://m.media-amazon.com/images/I/519Jm7-2-KL._SL500_.jpg
Docker,Jordan Lioy,Peter Prova,$19.95,https://m.media-amazon.com/images/I/41S5tmtXtpL._SL500_.jpg
Subscribed,Tien Tzuo,Tien Tzuo,$21.81,https://m.media-amazon.com/images/I/41adRltlpTL._SL500_.jpg
Kubernetes,Jordan Lioy,Raul A. Rogers,$19.95,https://m.media-amazon.com/images/I/51DpvpB5TUL._SL500_.jpg
Breaking the Social Media Prism,Christopher A. Bail,Tim Fannon,$20.99,https://m.media-amazon.com/images/I/41PDGcgymdL._SL500_.jpg
Social Media Marketing,Gavin Turner,Corey Warner,$19.95,https://m.media-amazon.com/images/I/51FQkycB4UL._SL500_.jpg
Data Science for Beginners,Leonard Deep,Chet Dashman,$19.95,https://m.media-amazon.com/images/I/51m1LdOZIrL._SL500_.jpg
Microservices Architecture Handbook: Non-Programmer's Guide for Building Microservices,Stephen Fleming,Ryan Withrow,$6.95,https://m.media-amazon.com/images/I/51FzFiw2W2L._SL500_.jpg
Shadow Work,Craig Lambert,James Jenner,$24.49,https://m.media-amazon.com/images/I/41h-QtvmXXL._SL500_.jpg
JavaScript,Keith Dvorjak,Sean Posvistak,$14.95,https://m.media-amazon.com/images/I/51pwT6wSPoL._SL500_.jpg
Computer Networking for Beginners,Kevin Morgan,Jamie H. Jung,$14.95,https://m.media-amazon.com/images/I/61wCal9pAOL._SL500_.jpg
Sputnik,Paul Dickson,Jerry Carrier,$24.95,https://m.media-amazon.com/images/I/51Zxg896F1L._SL500_.jpg
Hacked,Alan T. Norman,Jack Ares,$14.95,https://m.media-amazon.com/images/I/51ASdQ9kWjL._SL500_.jpg
Learn Python Programming,Russel R. Russo,Zachary Zaba,$14.95,https://m.media-amazon.com/images/I/51sgiBt74PL._SL500_.jpg
How to Make Your Own Video Game: Quick Start Guide,HTeBooks,Mark Keen,$3.95,https://m.media-amazon.com/images/I/514swMf8W8L._SL500_.jpg
Social Media Marketing for Business 2020,Larrie Miller,Chiquito Joaquim Crasto,$14.95,https://m.media-amazon.com/images/I/51JFbRNWDhL._SL500_.jpg
How to Drive Success,SentinelOne Publication,Anthony Pica,$3.95,https://m.media-amazon.com/images/I/51D2CuM3ujL._SL500_.jpg
Artificial Intelligence for Business,John Medicine,Russell Archey,$19.95,https://m.media-amazon.com/images/I/51Tmf-arbPL._SL500_.jpg
The Manipulators,Peter Hasson,Andrew Eiden,$25.19,https://m.media-amazon.com/images/I/51xx78L-SrL._SL500_.jpg
Podcast You Nerd!,Mat Bradley-Tschirgi,Mat Bradley-Tschirgi,$3.95,https://m.media-amazon.com/images/I/41Uhr3A1R3S._SL500_.jpg
The Basics of Scrum: A Simple Handbook to the Most Popular Agile Scrum Framework,Aditi Agarwal,Douglas Birk,$6.95,https://m.media-amazon.com/images/I/514oDe6ZVhL._SL500_.jpg
Cryptocurrency Beginner’s Guide: Get the Facts and Details You Need to Get Started,Damien Suchet,J. Michaels,$6.95,https://m.media-amazon.com/images/I/51XQN-170UL._SL500_.jpg
The Know-It-Alls,Noam Cohen,Adam Grupper,$20.99,https://m.media-amazon.com/images/I/51r8CCtZM1L._SL500_.jpg
What's the Use?,Ian Stewart,Quentin Cooper,$29.65,https://m.media-amazon.com/images/I/5139hCea3hL._SL500_.jpg
Mastering Blockchain,Keizer Soze,Matthew Broadhead,$6.95,https://m.media-amazon.com/images/I/61rKQtNz2KL._SL500_.jpg
Facebook Marketing Mastery 2020,Christopher King,Ted Ryan,$14.95,https://m.media-amazon.com/images/I/516lwGY4LEL._SL500_.jpg
Lean Project Management,Eric Thompson,Jason Belvill,$24.95,https://m.media-amazon.com/images/I/51RJgVuaV0L._SL500_.jpg
"How to Grow Your Business Using Social Media Create an Awesome Online Presence on Facebook, Instagram, Youtube, Linkedin, Snapchat, and Many More By",Ernie Braveboy,Millian Quinteros,$6.95,https://m.media-amazon.com/images/I/51MOszm4jKL._SL500_.jpg
Let It Go,Dame Stephanie Shirley CH,Rachel Atkins,$24.00,https://m.media-amazon.com/images/I/41Suqzi+2+L._SL500_.jpg
Get Big Things Done,Erica Dhawan,Christina Moore,$20.99,https://m.media-amazon.com/images/I/51ZvIsEtyBL._SL500_.jpg
Snapchat,Neo Monefa,Stephanie Quinn,$3.95,https://m.media-amazon.com/images/I/51536WJIuNL._SL500_.jpg
"Python Handbook Vol 4, 5 Manuscripts in 1",Gary Gold,Mario Caiti,$24.95,https://m.media-amazon.com/images/I/51o+6OHlIZL._SL500_.jpg
Coding Democracy,Maureen Webb,Wendy Tremont King,$20.99,https://m.media-amazon.com/images/I/51338R2VD7L._SL500_.jpg
The Fourth Industrial Revolution,Klaus Schwab,Mr Nicholas Guy Smith,$19.18,https://m.media-amazon.com/images/I/51rufZc2AfL._SL500_.jpg
Social Media Marketing 2021,Michael Branding,Jim Rising,$19.95,https://m.media-amazon.com/images/I/51+Zz-n+L5L._SL500_.jpg
Diseño guiado por el dominio [Domain-Driven Design],Jim Lewis,Carolina Soto,$14.95,https://m.media-amazon.com/images/I/516cx7QL0-S._SL500_.jpg
Programming for Beginners,Anthony Hack,Jordan Gunner,$24.95,https://m.media-amazon.com/images/I/61ihr+htm8L._SL500_.jpg
Cybersecurity Bundle: 4 Books in One,Tom Brooks,Tom Brooks,$14.95,https://m.media-amazon.com/images/I/51c5XKhENJS._SL500_.jpg
Python Data Science,Steve Blair,Clay Willison,$14.95,https://m.media-amazon.com/images/I/51Sap+4StDL._SL500_.jpg
JavaScript: Intermediate JavaScript Coding from the Ground Up,Keith Dvorjak,Sean Posvistak,$14.95,https://m.media-amazon.com/images/I/51Ambwv7J7L._SL500_.jpg
Scrum Fundamentals: A Beginner’s Guide to Mastery of the Scrum Project Management Methodology,Jeff Cohn,Curtis Wright,$14.95,https://m.media-amazon.com/images/I/51OR1xtLXvL._SL500_.jpg
Hacking!,Grzegorz Nowak,Jordan Blom,$24.95,https://m.media-amazon.com/images/I/51-yWj-iUsL._SL500_.jpg
Breaking and Entering,Jeremy N. Smith,Jonathan Todd Ross,$27.99,https://m.media-amazon.com/images/I/512mInjzS8L._SL500_.jpg
Python Machine Learning for Beginners,Finn Sanders,Austin R. Stoler,$14.95,https://m.media-amazon.com/images/I/516OagiXrmL._SL500_.jpg
Perfect Bet,Adam Kucharski,Jonathan Yen,$20.99,https://m.media-amazon.com/images/I/61Fe88sUULL._SL500_.jpg
Social Media Marketing for Business 2020,Mastery Marketing,Cesar Brasil,$14.95,https://m.media-amazon.com/images/I/51bCQK+PDtL._SL500_.jpg
Personal Branding Secrets,Alex Narrow,Jack Powell,$14.95,https://m.media-amazon.com/images/I/514ZE6nGySL._SL500_.jpg
Head in the Cloud,William Poundstone,Chris Sorensen,$24.49,https://m.media-amazon.com/images/I/61RVoszr5AL._SL500_.jpg
Who Can You Trust?,Rachel Botsman,Caroline Baum,$23.44,https://m.media-amazon.com/images/I/51GqwbySkHL._SL500_.jpg
Soonish,Dr. Kelly Weinersmith,Dr. Kelly Weinersmith,$21.31,https://m.media-amazon.com/images/I/51XizbJFnoL._SL500_.jpg
Ransomware - 2 Books in One: What It Is and What to Do About It,National Investigative Joint Task Force and Tom Brooks,Tom Brooks,$6.95,https://m.media-amazon.com/images/I/51HCWAYaQaL._SL500_.jpg
Computer Hacking,ICT School,D. Wolf,$19.95,https://m.media-amazon.com/images/I/51E8Z6PhWNL._SL500_.jpg
Site Reliability Engineering (SRE) Handbook,Stephen Fleming,Austin R Stoler,$6.95,https://m.media-amazon.com/images/I/51lBKdsGITL._SL500_.jpg
We Know It When We See It,Richard Masland,Matt Kugler,$29.65,https://m.media-amazon.com/images/I/41rP9fGTNyL._SL500_.jpg
Python Coding: 2 Books in 1,Stephen Ward,Russell Newton,$19.95,https://m.media-amazon.com/images/I/51C6xvlhfNL._SL500_.jpg
Facebook Ads,Randall Kadner,Matt Buzonas,$6.95,https://m.media-amazon.com/images/I/519A12JjzbL._SL500_.jpg
Silicon States,Lucie Greene,Esther Wane,$20.99,https://m.media-amazon.com/images/I/51irafoUgoL._SL500_.jpg
Computer Programming: Python - 3 Books in 1,Russel R. Russo,Zachary Zaba,$24.95,https://m.media-amazon.com/images/I/51u6of2qg2S._SL500_.jpg
The DevOps Handbook,Tech World,Jack Nolan,$6.95,https://m.media-amazon.com/images/I/61jhiUhLaOL._SL500_.jpg
The Complete Guide to Facebook Advertising,Brian Meert,Brian Meert,$14.95,https://m.media-amazon.com/images/I/51D3pl9WVtL._SL500_.jpg
Summary & Analysis of 21 Lessons for the 21st Century,ZIP Reads,Michael London Anglado,$6.95,https://m.media-amazon.com/images/I/51zW0mDI60L._SL500_.jpg
The Social Media Management Handbook,Robert Wollan,Sean Crisden,$24.95,https://m.media-amazon.com/images/I/51yb7kWqt2L._SL500_.jpg
Ten Things Your Student with Autism Wishes You Knew,Ellen Notbohm,Stephanie Cozart,$13.99,https://m.media-amazon.com/images/I/51JUWQwnrbL._SL500_.jpg
DevOps Handbook: Introduction to DevOps and Its Impact on Business Ecosystem,Stephen Fleming,Jim Raposa,$6.95,https://m.media-amazon.com/images/I/51+CZKk5HgL._SL500_.jpg
Python Programming,Computer Programming Academy,Jeff Bower,$19.95,https://m.media-amazon.com/images/I/51em3y0WWhL._SL500_.jpg
Social Media Marketing Mastery 2020,Jhonny Black,Orlena Cain,$14.95,https://m.media-amazon.com/images/I/51SN7Ey5fuL._SL500_.jpg
Java Programming for Beginners,Martin Laredo,Trevor Clinger,$6.95,https://m.media-amazon.com/images/I/516W6EN8nVL._SL500_.jpg
Average is Over,Tyler Cowen,Andrew Garman,$24.49,https://m.media-amazon.com/images/I/51aJwibP+vL._SL500_.jpg
"The Savage Truth on Money, 3rd Edition",Terry Savage,Terry Savage,$31.49,https://m.media-amazon.com/images/I/51djI3pkgcL._SL500_.jpg
VR Third Wave,Mike R. Heim,Harry Roger Williams III,$3.95,https://m.media-amazon.com/images/I/5154Qd+c4pL._SL500_.jpg
Intermediate Python,Matt Harrison,John Edmondson,$19.95,https://m.media-amazon.com/images/I/51PrYCWZ0IL._SL500_.jpg
Rule of the Robots,Martin Ford,Ian Carlsen,$21.81,https://m.media-amazon.com/images/I/51GxtcSShxL._SL500_.jpg
DevOps and Site Reliability Engineering (SRE) Handbook,Stephen Fleming,Austin R Stoler,$14.95,https://m.media-amazon.com/images/I/517Ffeu+x5L._SL500_.jpg
The Age of Living Machines,Susan Hockfield,Andrea Gallo,$20.99,https://m.media-amazon.com/images/I/51NOjGY0FvL._SL500_.jpg
Rise of the Machines,Thomas Rid,Robertson Dean,$27.99,https://m.media-amazon.com/images/I/418QtWEZibL._SL500_.jpg
The Essential Social Media Marketing Handbook,Gail Z. Martin,Karen Saltus,$19.59,https://m.media-amazon.com/images/I/51vZ3XO2QIL._SL500_.jpg
Social Media Marketing Mastery 2020: 2 books in 1,Jhonny Black,Jae Huff,$19.95,https://m.media-amazon.com/images/I/51hkJp9HfPL._SL500_.jpg
SEO for Business,R.L. Adams,Ken Eaken,$14.95,https://m.media-amazon.com/images/I/51PpbRPeo1L._SL500_.jpg
"Hacking: How to Hack, Penetration Testing Hacking Book, Step-by-Step Implementation and Demonstration Guide",Alex Wagner,Matthew Broadhead,$6.95,https://m.media-amazon.com/images/I/615FYmsw1SL._SL500_.jpg
The Fourth Part of the World,Toby Lester,Peter Jay Fernandez,$29.95,https://m.media-amazon.com/images/I/61XYYjE8hXL._SL500_.jpg
Eye of the Beholder,Laura Snyder,Tamara Marston,$27.99,https://m.media-amazon.com/images/I/61qVQc2FiJL._SL500_.jpg
UX Research,Brad Nunnally,Charlie Krone,$34.99,https://m.media-amazon.com/images/I/41si4ddylML._SL500_.jpg
The Social Life of Information,John Seely Brown,Jonathan Todd Ross,$24.49,https://m.media-amazon.com/images/I/51LmxB5KYzL._SL500_.jpg
Thank You for Being Late,Thomas L. Friedman,Mr Oliver Wyman,$25.58,https://m.media-amazon.com/images/I/51zN1jEnMCL._SL500_.jpg
CCNA: Estrategias Simples y Efectivas para Dominar la Certificación CCNA [CCNA: Simple and Effective Strategies for Mastering CCNA Certification],Walker Schmidt,John E. Martinez,$14.95,https://m.media-amazon.com/images/I/51kGzOTncAS._SL500_.jpg
DevOps Handbook,Tech World,Jack Nolan,$3.95,https://m.media-amazon.com/images/I/61rGq7WtVoL._SL500_.jpg
Facebook Fairytales,Emily Liebert,Nicole Vilencia,$19.95,https://m.media-amazon.com/images/I/51W5fHFWzyL._SL500_.jpg
Crisis of Control: How Artificial SuperIntelligences May Destroy or Save the Human Race,Peter J. Scott,Peter J. Scott,$19.95,https://m.media-amazon.com/images/I/61MVLnfF6OL._SL500_.jpg
Cryptocurrency Investing for Beginners: Tips and Information to Get You Started on the Right Foot,Damien Suchet,J. Michaels,$6.95,https://m.media-amazon.com/images/I/61Jb9qTOQhL._SL500_.jpg
Cryptocurrency Trading Strategies: Navigate Your Way Through the Exciting World of Cryptocurrency Trading,Damien Suchet,J. Michaels,$6.95,https://m.media-amazon.com/images/I/51QxPWwy7SL._SL500_.jpg
Big Tech Tyrants,Floyd Brown,Shawn Compton,$17.49,https://m.media-amazon.com/images/I/51OlraHatlL._SL500_.jpg
Clear Bright Future,Paul Mason,Finlay Robertson,$26.17,https://m.media-amazon.com/images/I/41z8yJU+89L._SL500_.jpg
Like a Thief in Broad Daylight,Slavoj Žižek,Jamie East,$21.81,https://m.media-amazon.com/images/I/41r3xkuKToL._SL500_.jpg
The Model Thinker,Scott E. Page,Jamie Renell,$29.65,https://m.media-amazon.com/images/I/51+4kHqdEuL._SL500_.jpg
Leading in the Digital World,Amit S. Mukherjee,Steve Menasche,$17.49,https://m.media-amazon.com/images/I/510AljqRZLL._SL500_.jpg
"The Ultimate 101 Facebook Guide for Branding, Marketing, and Business",Neo Monefa,Stephanie Quinn,$6.95,https://m.media-amazon.com/images/I/51qqO3E2D8L._SL500_.jpg
The Mutant Project,Eben Kirksey,Jonathan Todd Ross,$27.99,https://m.media-amazon.com/images/I/414B3yvJjvL._SL500_.jpg
Resumen Completo: Las Industrias Del Futuro [Full Summary: The Industries of the Future ],Libros Maestros,Ettel Addon,$3.95,https://m.media-amazon.com/images/I/513fbOTp-nS._SL500_.jpg
MYSQL: SQL Database Programming for Beginners,Kevin Lioy,Peter Prova,$6.95,https://m.media-amazon.com/images/I/51AEkmB6X5L._SL500_.jpg
Deep Learning,Anthony Adams,Russell Newton,$19.95,https://m.media-amazon.com/images/I/51Og8o6w+PL._SL500_.jpg
We Are the Nerds,Christine Lagorio-Chafkin,Chloe Cannon,$29.65,https://m.media-amazon.com/images/I/41VY8n-3opL._SL500_.jpg
Well Aware,George Finney,Brett Barry,$13.97,https://m.media-amazon.com/images/I/41PmrflMbUL._SL500_.jpg
The Distracted Mind,Larry D. Rosen,Chris Sorensen,$27.99,https://m.media-amazon.com/images/I/51C3EoGw9WL._SL500_.jpg
