book_name,book_author,book_narrator,book_price,book_imagelink
Intelligent Investor: Understanding the Technology of Cryptocurrency,Branden Lee,William Bahl,$19.95,https://m.media-amazon.com/images/I/515o3ATaShL._SL500_.jpg
Código limpio [Clean Code],JIM Lewis,Sarah Gómez,$14.95,https://m.media-amazon.com/images/I/51kjsuBGweL._SL500_.jpg
Confessions of a Scrum Master,Paul VII,Randal Schaffer,$6.95,https://m.media-amazon.com/images/I/41ndq+9xReL._SL500_.jpg
Thinking Machines,Luke Dormehl,Gus Brown,$20.99,https://m.media-amazon.com/images/I/61eBN3jBbhL._SL500_.jpg
"Simply the Best: Interviews with Video Game Designers, Composers and Scofflaws",Mat Bradley-Tschirgi,Payton Huang,$19.95,https://m.media-amazon.com/images/I/51OPjzvrbKL._SL500_.jpg
Python Advanced Programming,Marcus Richards,Peter Prova,$19.95,https://m.media-amazon.com/images/I/41GyBSnSnFL._SL500_.jpg
Power Trip,Michael E. Webber,L. J. Ganser,$29.65,https://m.media-amazon.com/images/I/412ztYal0lL._SL500_.jpg
Social Media Marketing Guide,Paul D. Kings,Dave Wright,$3.95,https://m.media-amazon.com/images/I/51EOXzbgV3L._SL500_.jpg
IRL,Chris Stedman,Kyle Scudder,$24.95,https://m.media-amazon.com/images/I/51ZUfzK8ZbL._SL500_.jpg
Cybersecurity,John Knowles,Scott Clem,$24.95,https://m.media-amazon.com/images/I/51S1mSmIyhL._SL500_.jpg
The Ultimate Digital Marketing Guide: SEO & Facebook (2 Books in 1),Matthew Bartnik,Jason Neeser,$19.95,https://m.media-amazon.com/images/I/51Mcwtk1beL._SL500_.jpg
Machine Learning with Python,Hugo Stone,Micheal Fargo,$14.95,https://m.media-amazon.com/images/I/41c61dFiUHL._SL500_.jpg
Talk to Me,James Vlahos,James Vlahos,$27.99,https://m.media-amazon.com/images/I/51VBuSH8P0L._SL500_.jpg
"Hacking: Wireless Hacking, Book 3",Alex Wagner,Matthew Broadhead,$6.95,https://m.media-amazon.com/images/I/61sHo+3SylL._SL500_.jpg
Ghost Work,Mary L. Gray,Will Damron,$17.49,https://m.media-amazon.com/images/I/61bdVbx8gbL._SL500_.jpg
Passive Income Online 2020,Jim Norton,Jeremy Prost,$19.95,https://m.media-amazon.com/images/I/51zDAz0sBFL._SL500_.jpg
"30 Days to Social Media Success: The 30 Day Results Guide to Making the Most of Twitter, Blogging, LinkedIN, and Facebook",Gail Carson Levine,Jason Huggins,$14.95,https://m.media-amazon.com/images/I/51UZHTSi1zL._SL500_.jpg
Artificial Intelligence,Clifford A. Pickover,Steve Menasche,$13.99,https://m.media-amazon.com/images/I/51SQssZPXjL._SL500_.jpg
"Computer Programming: JavaScript, Python, HTML, SQL, CSS",Willam Alvin Newton,Michael Waterson,$24.95,https://m.media-amazon.com/images/I/51+xGoP-AkL._SL500_.jpg
Instagram Marketing,Luke Harris,Aaron Miller,$14.95,https://m.media-amazon.com/images/I/51ijA6tiQPL._SL500_.jpg
Google Classroom 2020 Guide,Larry Jasperill,Sydney Becker,$3.95,https://m.media-amazon.com/images/I/51uciwdS4KL._SL500_.jpg
#HashtagActivism,Sarah J. Jackson,Lisa Reneé Pitts,$17.49,https://m.media-amazon.com/images/I/51BLCH4DHNL._SL500_.jpg
The Art of Social Media,Guy Kawasaki,Amanda Ronconi,$17.49,https://m.media-amazon.com/images/I/51ONnaokN0L._SL500_.jpg
We Were Yahoo!,Jeremy Ring,Marguerite Gavin,$19.95,https://m.media-amazon.com/images/I/51qjOb+XDvL._SL500_.jpg
"Your Definitive Guide for Machine Learning Framework, Machine Learning Model, Bayes Theorem, Decision Trees",Ken Richards,Jacob Ford,$6.95,https://m.media-amazon.com/images/I/51+mF9G3dWL._SL500_.jpg
Python Data Science,Tim Wired,Daniel Perez,$14.95,https://m.media-amazon.com/images/I/51VUj7+vh3L._SL500_.jpg
"Social Media Marketing #2019 #2020 Ultimate Course, Learn the Secrets of the Pros with Facebook, Twitter, Instagram, YouTube, Blogging, Increase Website Traffic and More!",Blake Carlson,Joe Wosik,$14.95,https://m.media-amazon.com/images/I/51Y29EbedCL._SL500_.jpg
Social Media for Writers: Marketing Strategies for Building Your Audience and Selling Books,Tee Morris,Pip Ballantine,$19.95,https://m.media-amazon.com/images/I/51itlPvdGwL._SL500_.jpg
The Age of the Python Language: Ultimate Python Programming Book,F. P. Riobo,Jeffrey W. Burgess,$6.95,https://m.media-amazon.com/images/I/516KPVnJyzL._SL500_.jpg
Machine Learning with Python: Encyclopedia for Young Programmers. First Book,Hugo Stone,Micheal Fargo,$14.95,https://m.media-amazon.com/images/I/41sVdsiz58L._SL500_.jpg
Blockchain: Two Books,Lee Sebastian,John Flemming,$14.95,https://m.media-amazon.com/images/I/51Zg-fwLmOL._SL500_.jpg
Machine Learning with Python: Encyclopedia for Young Programmers. Fourth Book,Hugo Stone,Micheal Fargo,$14.95,https://m.media-amazon.com/images/I/4166f3KAiAL._SL500_.jpg
More Awesome Than Money,Jim Dwyer,Pete Larkin,$27.99,https://m.media-amazon.com/images/I/511Q2AIIHTL._SL500_.jpg
The Facebook Effect,David Kirkpatrick,David Kirkpatrick,$24.95,https://m.media-amazon.com/images/I/61dksaO66ZL._SL500_.jpg
VR Transcend,Mike R. Heim,Ronald Andrew Murphy,$6.95,https://m.media-amazon.com/images/I/51uCFEkgpdL._SL500_.jpg
The Book on Content: Using Words to Attract Clients,Jen Miller,Jen Miller,$3.95,https://m.media-amazon.com/images/I/41epmj3Ez5L._SL500_.jpg
Social Media Marketing 2020,Josh Elliot,Derik Hendrickson,$14.95,https://m.media-amazon.com/images/I/51-nR1vBqmL._SL500_.jpg
Machine Learning with Python: Encyclopedia for Young Programmers. Second Book,Hugo Stone,Micheal Fargo,$14.95,https://m.media-amazon.com/images/I/41Bly5WI5lL._SL500_.jpg
"Creating Thought Leaders, Tweet Book 1",Mitchell Levy,Tony Cucolo,$3.95,https://m.media-amazon.com/images/I/41-pNwPk8iL._SL500_.jpg
SQL: 2 Books in 1,Keith Dvorjak,Corrie Legge,$19.95,https://m.media-amazon.com/images/I/41nbl-z3EEL._SL500_.jpg
SQL: Guía completa para principiantes de la programación SQL con ejercicios y estudios de casos (Libro En Espanol/SQL Spanish Book Version),Paige Jacobs,Iraima Arrechedera,$14.95,https://m.media-amazon.com/images/I/41C8rUTtuOL._SL500_.jpg
Hacking: 2 Books in 1 Bargain,Miles Price,Matyas Job Gombos,$6.95,https://m.media-amazon.com/images/I/51cAS+gkFcL._SL500_.jpg
Python: 2 Books in 1: Data Science and Programming,Tony Hacking,George Johnson,$19.95,https://m.media-amazon.com/images/I/51akb1PByeL._SL500_.jpg
Facebook Advertising 2020: Social Media Marketing Strategy,Edward Keller,Jim Rising,$14.95,https://m.media-amazon.com/images/I/51AJ-ueWdJL._SL500_.jpg
Hacking: Networking and Security - 2 Books in 1,John Medicine,Matthew Strong,$19.95,https://m.media-amazon.com/images/I/518bpU7Zt1L._SL500_.jpg
Data for the People,Andreas S. Weigend,Barry Abrams,$20.99,https://m.media-amazon.com/images/I/51jaTLsj3+L._SL500_.jpg
Python for Beginners,Marcus Richards,Peter Prova,$14.95,https://m.media-amazon.com/images/I/51pcUhqeyuL._SL500_.jpg
Master Content Strategy,Pamela Wilson,Pamela Wilson,$14.95,https://m.media-amazon.com/images/I/51yhrymswNL._SL500_.jpg
Command the Crowd,J. E. Ford,Josh Innerst,$14.95,https://m.media-amazon.com/images/I/41THTiXL2wL._SL500_.jpg
The Messy Middle,Scott Belsky,Scott Belsky,$24.00,https://m.media-amazon.com/images/I/51evUxAn34L._SL500_.jpg
"Programming, Book 50",Sam Key,Millian Quinteros,$3.95,https://m.media-amazon.com/images/I/61lCCvFXd+L._SL500_.jpg
"Your Comprehensive Guide for Markov Models, Reinforced Learning, Model Evaluation, SVM, Naives Bayes Classifier",Ken Richards,Jacob Ford,$6.95,https://m.media-amazon.com/images/I/61Go3wwYTQL._SL500_.jpg
Arduino,Erick Myers,Marcus Mulenga,$19.95,https://m.media-amazon.com/images/I/51aQ5sjZLML._SL500_.jpg
Artificial Intelligence,David Brown,Jason Belvill,$24.95,https://m.media-amazon.com/images/I/51JK00aYLkL._SL500_.jpg
Python Cookbook,Gary Gold,Brody Sneakers,$6.95,https://m.media-amazon.com/images/I/51R8iiRsptL._SL500_.jpg
Learn Python,Tim Wired,Daniel Perez,$14.95,https://m.media-amazon.com/images/I/51WgkpRDgDL._SL500_.jpg
VR Zombies,Mike R. Heim,Dan Schlangen,$3.95,https://m.media-amazon.com/images/I/51hCkIAOaBL._SL500_.jpg
The Connected Parent,John Palfrey,Abby Craden,$29.65,https://m.media-amazon.com/images/I/513A-1OdCYL._SL500_.jpg
Move Fast and Break Things,Jonathan Taplin,Jonathan Taplin,$11.99,https://m.media-amazon.com/images/I/51XC7SlJ5pL._SL500_.jpg
Python: 2 Books in 1,Steve Geddis,Micah Howery,$19.95,https://m.media-amazon.com/images/I/51TLEJN7h+L._SL500_.jpg
SQL: Advanced Level SQL from the Ground Up,Keith Dvorjak,Corrie Legge,$6.95,https://m.media-amazon.com/images/I/51YelOo3mfL._SL500_.jpg
MS Excel Bible: Save Your Time with MS Excel!,Andrei Besedin,Steven Kumar,$19.95,https://m.media-amazon.com/images/I/513JIDYXizL._SL500_.jpg
Virtual Breadwinner,J.W. Hagarty,Wes Miles,$6.95,https://m.media-amazon.com/images/I/61zrmor6UBL._SL500_.jpg
JavaScript: Programmieren für Einsteiger [JavaScript: Programming for Beginners],Paul Fuchs,Volker Boelsch,$19.95,https://m.media-amazon.com/images/I/41lTdlFe8gL._SL500_.jpg
"Wikipedia, Twitter, YouTube, Pinterest, and Facebook Reflections: 25 Poems",Andrew Bushard,Darby Croasdale,$3.95,https://m.media-amazon.com/images/I/51Ul+62+uvL._SL500_.jpg
Social Media Marketing,Warren Ellison,Jordan Lyric,$14.95,https://m.media-amazon.com/images/I/51mgU68JYuL._SL500_.jpg
Diary of a Wimpy Mob: Entering the Nether,Justin B. Harrison,Ryan DeRemer,$3.95,https://m.media-amazon.com/images/I/614vesckVFL._SL500_.jpg
Podcast Authorized,Jenn Foster,Tom Askin,$6.95,https://m.media-amazon.com/images/I/51LWy-09ctL._SL500_.jpg
50 Things to Know About Becoming a Girl Gamer,R.E. Strayer,Amanda Dettman,$6.95,https://m.media-amazon.com/images/I/51UWW1MXVhS._SL500_.jpg
"Facebook Marketing: 30 Highly Effective Strategies for Business, Advertising, Generating Sales, and Passive Income",A.J. Robbins,Joe Dawson,$3.95,https://m.media-amazon.com/images/I/51nJosQGbgL._SL500_.jpg
5 Minutes a Day Guide to Facebook,Penny King,Raya J. Thomason,$6.95,https://m.media-amazon.com/images/I/51iX4wk4yAL._SL500_.jpg
Microservices with Kubernetes: Non-Programmer’s Handbook,Stephen Fleming,Ryan Withrow,$14.95,https://m.media-amazon.com/images/I/51FgAUhjOiL._SL500_.jpg
Deep Learning: Step-by-Step | A Sensible Guide Presenting the Concepts of Deep Learning with Real-World Examples,Matthew Harper,Matyas J.,$6.95,https://m.media-amazon.com/images/I/6143Mub0tfL._SL500_.jpg
Learning to Fly,Kris M Schnee,Nikki Jay,$24.95,https://m.media-amazon.com/images/I/51rUens9IoL._SL500_.jpg
Important Innovations: Collection: Robotic Innovation,Edward Kane,Maryanne Kane,$6.95,https://m.media-amazon.com/images/I/41QSPpXQ28L._SL500_.jpg
What Is Computer Coding?,Mary K. Pratt,Intuitive,$4.89,https://m.media-amazon.com/images/I/51suy8BrhaL._SL500_.jpg
Social Media Marketing Beginner Guide,Scorpio Digital Press,Derik Hendrickson,$6.95,https://m.media-amazon.com/images/I/51M4Il30LKL._SL500_.jpg
Social Media Marketing for Business 2020,Richard Flagg,Micheal Stuhre,$24.95,https://m.media-amazon.com/images/I/51dz4MMrvgL._SL500_.jpg
Build Your Badass Brand,Maria Green,Jeannette Smith,$19.95,https://m.media-amazon.com/images/I/51ygo9I3XAL._SL500_.jpg
Learning Python: The Ultimate Guide for Beginners to Coding with Python with Useful Tools,Oliver Soranson,Harry Thomson,$19.95,https://m.media-amazon.com/images/I/51X+0vtlffL._SL500_.jpg
Social Media Marketing for Business 2019,Steven Sparrow,Russell Newton,$14.95,https://m.media-amazon.com/images/I/51hvUZ0w7dL._SL500_.jpg
Where Social Media Marketing Is Headed in the Next 5 Years,Henry Chambers,Peter Prova,$14.95,https://m.media-amazon.com/images/I/51iZGNOsP+L._SL500_.jpg
Blogging for Money,Mark Gray,Timothy Brandolino,$6.95,https://m.media-amazon.com/images/I/51YbToNHmgL._SL500_.jpg
Beginning Python Programming: Learn Python Programming in 7 Days,Matt Harrison,John Edmondson,$19.95,https://m.media-amazon.com/images/I/51+I1QDjiRL._SL500_.jpg
Machine Learning for Beginners,Chris Sebastian,Brian R. Scott,$14.95,https://m.media-amazon.com/images/I/51Z+4x3odqL._SL500_.jpg
Kubernetes Handbook: Non-Programmer’s Guide to Deploy Applications with Kubernetes,Stephen Fleming,Austin R Stoler,$6.95,https://m.media-amazon.com/images/I/61wvW4BRFzL._SL500_.jpg
Social Media Marketing for Beginners,Jeremy Preace,Nicholas Connell,$14.95,https://m.media-amazon.com/images/I/51fwWe-5sCL._SL500_.jpg
Blog Mastery,Taylor Torres,Leigh Ann Haga,$24.95,https://m.media-amazon.com/images/I/51pWUGIE15L._SL500_.jpg
Python for Beginners,Andrew Park,Russell Newton,$14.95,https://m.media-amazon.com/images/I/51qajFhKrVL._SL500_.jpg
Facebook Advertising 2019: Marketing Your Social Media to Create a Live Business,Gary Loomer,Jim D Johnston,$6.95,https://m.media-amazon.com/images/I/51rjTx1jN9L._SL500_.jpg
JavaScript: Elite JavaScript Coding from the Ground Up,Keith Dvorjak,Sean Posvistak,$14.95,https://m.media-amazon.com/images/I/51x5qQq5pxL._SL500_.jpg
Hacking: Book 2,Jim Lewis,JJ Hosenfeld,$14.95,https://m.media-amazon.com/images/I/51fGyGy4ehL._SL500_.jpg
YouTube: 2 Books in 1,Rick Sellers,Paul D. Henry,$19.95,https://m.media-amazon.com/images/I/51ym2QPLyjL._SL500_.jpg
Facebook Marketing Guide,Jeff Abston,Jason Burkhead,$6.95,https://m.media-amazon.com/images/I/51h91lo4gKL._SL500_.jpg
Dot Con,James Veitch,James Veitch,$28.50,https://m.media-amazon.com/images/I/41WBcXJwZIL._SL500_.jpg
Computer Programming Languages: 2 Books in 1: For Beginners or Intermediate,Tony Chan,Jeremy Prost,$19.95,https://m.media-amazon.com/images/I/51K3O-Q+nAL._SL500_.jpg
"Hacking: 10 Most Dangerous Cyber Gangs, Book 5",Alex Wagner,Matyas J.,$6.95,https://m.media-amazon.com/images/I/61PzCV2nJ8L._SL500_.jpg
Data Science 2020: Learn How to Optimize Your Business Using Data Analytics and Machine Learning,Bill Hanson,Michael Reece,$19.95,https://m.media-amazon.com/images/I/51RINDGQYJL._SL500_.jpg
Machine Learning Box Set: 2 Books in 1,John Slavio,Russell Archey,$14.95,https://m.media-amazon.com/images/I/51evVogTcuL._SL500_.jpg
Learn Python,Anthony Adams,Russell Newton,$19.95,https://m.media-amazon.com/images/I/51i-545o-DL._SL500_.jpg
Hacking: 2 Books in 1: Beginners and Intermediate Guide in Hacking,Zach Webber,William Bahl,$6.95,https://m.media-amazon.com/images/I/51BwKKP9AmL._SL500_.jpg
Python Handbook Vol. 5: The Best Collection on Python 3 and Python Crash Course Ever,Gary Gold,Mark Graham,$19.95,https://m.media-amazon.com/images/I/61D9+88pzsL._SL500_.jpg
Social Media Marketing Guide to Business,Zeke Woods,Christopher C. Odom,$14.95,https://m.media-amazon.com/images/I/51LLAJ8yIOS._SL500_.jpg
Hacking: The Ultimate Beginner's Guide to Learn Hacking Effectively,Daniel Jones,Pete Beretta,$6.95,https://m.media-amazon.com/images/I/51O4oxod+pL._SL500_.jpg
50 Ways to Make Money on Facebook,Debbie Muller,Raya J. Thomason,$3.95,https://m.media-amazon.com/images/I/51zEqiVzNiL._SL500_.jpg
Agile Decisions: Driving Effective Agile Decisions in Business,Michael Nir,Barbara H. Scott,$6.95,https://m.media-amazon.com/images/I/51HHdUA4TeL._SL500_.jpg
Starting a Podcast in 2020,Jim Cliff,Jim Cliff,$6.95,https://m.media-amazon.com/images/I/51aJrR3YO+L._SL500_.jpg
The Second Age of Computer Science,Subrata Dasgupta,Mike Chamberlain,$29.95,https://m.media-amazon.com/images/I/512Hd6WynBL._SL500_.jpg
How to Land a Tech Job,Gil Davis,Millian Quinteros,$6.95,https://m.media-amazon.com/images/I/51JbhwHRJ3L._SL500_.jpg
"Tor: Access the Dark Net, Stay Anonymous Online and Escape NSA Spying",Evan Lane,Gregory Sutton,$6.95,https://m.media-amazon.com/images/I/515GtxVBOOL._SL500_.jpg
Likeable Social Media,Dave Kerpen,Christopher Prince,$20.99,https://m.media-amazon.com/images/I/41Uons2jGUL._SL500_.jpg
Sql: 2 Books in 1 - The Ultimate Beginner's Guide to Learn SQL Programming Effectively & Tips and Tricks to Learn SQL Programming,Daniel Jones,Pete Beretta,$6.95,https://m.media-amazon.com/images/I/61RSkkPJG1L._SL500_.jpg
Technically Wrong,Sara Wachter-Boettcher,Andrea Emmes,$20.99,https://m.media-amazon.com/images/I/51HIsDlfs9L._SL500_.jpg
Change Management Lessons from Downton Abbey,Laurelie Martinson,Ralph Booth,$6.95,https://m.media-amazon.com/images/I/51X6SHwCsoL._SL500_.jpg
How to See the World,Nicholas Mirzoeff,Jonathan Keeble,$21.81,https://m.media-amazon.com/images/I/41hOWTR8rAL._SL500_.jpg
Hacking,Walter Spivak,Elliott Carr,$6.95,https://m.media-amazon.com/images/I/61ZnLilGepL._SL500_.jpg
Basics of JavaScript,Robert Matthew,Landon Campbell,$6.95,https://m.media-amazon.com/images/I/41ss8hyprXL._SL500_.jpg
Python Programming,Matthew Python,Charles Young,$19.95,https://m.media-amazon.com/images/I/51n8qDKQiTL._SL500_.jpg
How to Delete Books on Kindle,Peter Jackson,Courtney Encheff,$3.95,https://m.media-amazon.com/images/I/51GD9qErE-L._SL500_.jpg
Schneier on Security,Bruce Schneier,Ken Maxon,$24.95,https://m.media-amazon.com/images/I/5166bPq5qCL._SL500_.jpg
Social Media Marketing Mastery 2020,Oliver Alexander Martin,Chiquito Joaquim Crasto,$14.95,https://m.media-amazon.com/images/I/51i-As7gUyL._SL500_.jpg
Agile Project Management,Alex Moore,Robert Plank,$14.95,https://m.media-amazon.com/images/I/518rKf3E6CL._SL500_.jpg
Facebook Advertising and Instagram Influencer,Trill Lyon,David Martin,$14.95,https://m.media-amazon.com/images/I/51nuXHNOhIL._SL500_.jpg
Social Media Marketing 2020 Strategy,Steve Strategy,John Griffith,$19.95,https://m.media-amazon.com/images/I/51z87XX-ZlL._SL500_.jpg
Social Media Marketing Complete Guide 2019,Mark Miller,Daniel Meeks,$14.95,https://m.media-amazon.com/images/I/51VBpa0v1DL._SL500_.jpg
Social Media Marketing 2019,Chandler Wright,Sam Slydell,$14.95,https://m.media-amazon.com/images/I/51U9Zjg2J1L._SL500_.jpg
Python Data Science,Computer Programming Academy,Jeff Bower,$14.95,https://m.media-amazon.com/images/I/51AIWOwfW0L._SL500_.jpg
Blogging: Blogging for Income,Ezekiel Brenner,Jason R. Gray,$6.95,https://m.media-amazon.com/images/I/51IcYDZXVxL._SL500_.jpg
Learn Marketing Online,Jack G. Bussolt,William Bahl,$14.95,https://m.media-amazon.com/images/I/51xE+wObI1L._SL500_.jpg
Facebook Marketing: Mastering FB Social Media Platform,Noah Hope,Bridger Conklin,$6.95,https://m.media-amazon.com/images/I/51Quv3ERdEL._SL500_.jpg
Social Media Marketing: 2020,Chandler Wright,Lee Jagow,$14.95,https://m.media-amazon.com/images/I/51trbFRyGQL._SL500_.jpg
Blogging,Peter Cole,John Flemming,$14.95,https://m.media-amazon.com/images/I/513niCSQUZL._SL500_.jpg
"Machine Learning: Your Ultimate Guide on Machine Learning, Agile Project Management, and Hacking",Robert Keane,Mike Davis,$14.95,https://m.media-amazon.com/images/I/61a5lZ33jIL._SL500_.jpg
Ethereum: Everything You Need to Know About Ethereum,Corey Bowen,Andy Dickson,$3.95,https://m.media-amazon.com/images/I/513AMsp3f-L._SL500_.jpg
Heartificial Intelligence,John Havens,Eric Summerer,$20.99,https://m.media-amazon.com/images/I/51VVxCewIQL._SL500_.jpg
C # (Spanish Edition),Benjamin Smith,Christian Jimenez,$19.95,https://m.media-amazon.com/images/I/41LXrpapgpS._SL500_.jpg
"Artificial Intelligence, Machine Learning, and Deep Learning",Mark Howard,Robert Grothe,$19.95,https://m.media-amazon.com/images/I/51Ue7cuPcVL._SL500_.jpg
SQL,Keith Dvorjak,Corrie Legge,$6.95,https://m.media-amazon.com/images/I/41Y7Kgv-q2L._SL500_.jpg
Python Programming,Daniel Jones,Pete Beretta,$6.95,https://m.media-amazon.com/images/I/61NFrsJQfoL._SL500_.jpg
Facebook Marketing Guide for Beginners,Steven Murphy,Jon Filipko,$6.95,https://m.media-amazon.com/images/I/515C4BT8ovL._SL500_.jpg
Python Programming in a Day & HTML Professional Programming Made Easy,Sam Key,Millian Quinteros,$3.95,https://m.media-amazon.com/images/I/61eCaEBs-7L._SL500_.jpg
Facebook Ad Marketing Tips for Beginners,Thomas Barnett,William Brady,$3.95,https://m.media-amazon.com/images/I/51Xbg7X-KsL._SL500_.jpg
SEO: The Seven Tips to Succeed in Google,Thomas Clayton,David Otey,$3.95,https://m.media-amazon.com/images/I/51Gnv+zB30L._SL500_.jpg
Lost and Founder,Rand Fishkin,Rand Fishkin,$21.81,https://m.media-amazon.com/images/I/51pgix-nt0L._SL500_.jpg
Social Media Marketing,Trill Lyon,DOS,$24.95,https://m.media-amazon.com/images/I/513xqyKZDKL._SL500_.jpg
Ignite Your Impact,Emily Hirsh,Emily Hirsh,$6.95,https://m.media-amazon.com/images/I/51b7F6SQOkL._SL500_.jpg
Aprendizaje Automatizado Con Python [Automated Learning with Python],Alexander Cane,Karla Castillo,$14.95,https://m.media-amazon.com/images/I/5101iG3vfKL._SL500_.jpg
Programming for Beginners,Daniel Jones,Pete Beretta,$19.95,https://m.media-amazon.com/images/I/61UpSuLgcCL._SL500_.jpg
What It Takes,Raegan Moya-Jones,Raegan Moya-Jones,$21.81,https://m.media-amazon.com/images/I/41cRpmEjbrL._SL500_.jpg
Facebook Influencer Guide,Jeff Abston,Jason Burkhead,$6.95,https://m.media-amazon.com/images/I/51V+fcSl9GL._SL500_.jpg
Hacking: 2 Books in 1,Daniel Jones,Pete Beretta,$6.95,https://m.media-amazon.com/images/I/51c-xOn4k1L._SL500_.jpg
JavaScript: 2 Books in 1- The Ultimate Beginner's Guide to Learn JavaScript Programming Effectively & Tips and Tricks to learn JavaScript,Daniel Jones,Pete Beretta,$6.95,https://m.media-amazon.com/images/I/513s0YN7QZL._SL500_.jpg
Total Recall,Gordon Bell,John Haag,$20.99,https://m.media-amazon.com/images/I/51RCzJ1oKyL._SL500_.jpg
Tom Paine's Iron Bridge,Edward G. Gray,Tom Perkins,$19.95,https://m.media-amazon.com/images/I/613-CqKZeyL._SL500_.jpg
"Our Robots, Ourselves",David A. Mindell,David Chandler,$24.49,https://m.media-amazon.com/images/I/51Y1vvPS0JL._SL500_.jpg
Bitcoin [Spanish Edition],Mark Smith,Nicolas Villanueva,$6.95,https://m.media-amazon.com/images/I/51098eMBn8L._SL500_.jpg
Python,Marc Matthes,Chris Clyne,$19.95,https://m.media-amazon.com/images/I/51L5BeckP6L._SL500_.jpg
Machine Learning + AI,Melvin Doyle,Valentina Di Paola,$19.95,https://m.media-amazon.com/images/I/51VmHkUULBL._SL500_.jpg
Social Media Marketing for Business 2020,Luc Vaillant,DOS,$24.95,https://m.media-amazon.com/images/I/51g9bmQ5u6L._SL500_.jpg
Python Data Science,Mark Solomon Brown,Kevin Liang,$14.95,https://m.media-amazon.com/images/I/51hnf9GOYVL._SL500_.jpg
SQL: Beginner Level SQL from the Ground Up,Keith Dvorjak,Corrie Legge,$6.95,https://m.media-amazon.com/images/I/51Pk-tvsClL._SL500_.jpg
Free to Make,Dale Dougherty,Jeff Machado,$41.93,https://m.media-amazon.com/images/I/51xoyURtccL._SL500_.jpg
The World of Cyber Security and Is Cyber Deterrence Possible?,Tom Brooks and The US Defense Department,Tom Brooks,$6.95,https://m.media-amazon.com/images/I/51dcNEz9LTS._SL500_.jpg
Inside Facebook (German edition),Sheera Frenkel,Verena Wolfien,$23.66,https://m.media-amazon.com/images/I/41WKpTMfftS._SL500_.jpg
SQL: Intermediate Level SQL from the Ground Up,Keith Dvorjak,Corrie Legge,$6.95,https://m.media-amazon.com/images/I/51E-sDWm58L._SL500_.jpg
Hacking,Gary Mitnick,Dale M. Wilcox,$6.95,https://m.media-amazon.com/images/I/61hsHJ7pYcL._SL500_.jpg
Photoshop Handbook,Binary Lab,Steve Williams,$3.95,https://m.media-amazon.com/images/I/51j3tSm5sTL._SL500_.jpg
Facebook Blue Magic,Christopher Miller,Andy Prost,$14.95,https://m.media-amazon.com/images/I/41ylLfyq8kL._SL500_.jpg
Ethereum: A Comprehensive Guide for Ethereum and How to Make Money with It,Mark Smith,Dave Wright,$6.95,https://m.media-amazon.com/images/I/51NdW6UoeoL._SL500_.jpg
Bitcoin Guidebook,Joseph Goodman,Dave Wright,$6.95,https://m.media-amazon.com/images/I/61FgjqtmyhL._SL500_.jpg
Facebook Outreach,Anoop Badedlu Suresh,Craig W. Van Sickle,$3.95,https://m.media-amazon.com/images/I/51zSnktbC2S._SL500_.jpg
Docker: 4 Books in 1,Daniel Jones,Pete Beretta,$19.95,https://m.media-amazon.com/images/I/51UkSE09OYL._SL500_.jpg
Hacking: 3 Books in 1,Daniel Jones,Pete Beretta,$14.95,https://m.media-amazon.com/images/I/61mEoSZsa6L._SL500_.jpg
CCNA: una guía completa para la última certificación CCNA [CCNA: A Complete Guide to the Latest CCNA Certification],Walker Schmidt,John E. Martinez,$14.95,https://m.media-amazon.com/images/I/61kyraAXUNS._SL500_.jpg
Bitcoin Hacking,Akito Yamamoto,Marianne,$3.95,https://m.media-amazon.com/images/I/61vyNHAhz-L._SL500_.jpg
Life Finds a Way,Andreas Wagner,Alex Hyde-White,$29.65,https://m.media-amazon.com/images/I/616QeChASNL._SL500_.jpg
Código limpio [Clean Code],Jim Lewis,Willians Laguna,$14.95,https://m.media-amazon.com/images/I/510sFHzw4vS._SL500_.jpg
Facebook: Facebook Marketing Mastery,Marketing Mastery,Chuck Brown,$6.95,https://m.media-amazon.com/images/I/51ocqGN1YpS._SL500_.jpg
A Brief History of Artificial Intelligence,Michael Wooldridge,Glen McCready,$18.89,https://m.media-amazon.com/images/I/51wrn2DtLnL._SL500_.jpg
Artificial Intelligence,Chris Baker,Russell Archey,$19.95,https://m.media-amazon.com/images/I/51PCIHewWFL._SL500_.jpg
The Basic Guide to Creating a Successful Facebook Ad Campaign,Gini Graham Scott,Dan Shapiro,$6.95,https://m.media-amazon.com/images/I/51vFFw6HylL._SL500_.jpg
Facebook Growth Hacking: How to Correctly Set Up and Maintain Your Facebook Presence and Gain Massive Amounts of Fans,Jeff Abston,Jason Burkhead,$6.95,https://m.media-amazon.com/images/I/51GGbEZy2mL._SL500_.jpg
A Necessary Evil,Aliah D. Wright,Emily Beresford,$17.49,https://m.media-amazon.com/images/I/51yLWYikrjL._SL500_.jpg
Social Media Marketing,Michael Hanes,Lyndsay Crescenti,$14.95,https://m.media-amazon.com/images/I/519w7fJZGXL._SL500_.jpg
"Bitcoin: 2 Manuscripts: Blockchain, Cryptocurrency",Corey Bowen,Andy Dickson,$6.95,https://m.media-amazon.com/images/I/5138vn1L8mL._SL500_.jpg
